Date/Time,Media Description,Media Link
"You uploaded a feed document on August 1, 2025 at 3:06 PM (GMT)","Successfully completed my 60-day robotics internship at CSIR - National Aerospace Laboratories (NAL).

I'm thrilled to share that I've concluded my internship at CSIR-NAL, where I had the incredible opportunity to work on developing a full-stack autonomous navigation system for an inspection UGV.

Over the past two months, I dove deep into the ROS 2 ecosystem on an NVIDIA Jetson Orin Nano, tackling real-world robotics challenges from the ground up. My primary contribution was architecting and validating a robust localization and mapping (SLAM) solution for a challenging encoder-less Mecanum-wheeled platform.

Key Achievements & Skills:

? Sensor Fusion: Designed and implemented an Extended Kalman Filter (EKF) to robustly fuse data from an RGB-D camera (VIO), a 9-DOF IMU, and a custom kinematic odometry model.

? System Debugging & Calibration: Performed in-depth system characterization, including developing a State-Based Kinematic Calibration (SBKC) to overcome motor asymmetries and solving complex hardware driver and sensor instability issues.

? Comparative Analysis: Conducted a rigorous experimental study to quantitatively prove that our EKF-fused system reduced odometry error by over 90% compared to a baseline VIO-only approach.

? ROS 2 & Digital Twinning: Created a high-fidelity URDF model and developed a full software stack including custom nodes for control, odometry, and hardware interfacing.

This entire experience has been a masterclass in robotics engineering, from low-level firmware to high-level SLAM. I'm immensely grateful to my mentors at NAL, Augustin M.J. and Adithya Satheesh, for their invaluable guidance and support. A huge thank you to my colleagues Nidhi N, Sreyas and Karthik for the fantastic collaboration.

I'm excited to apply these skills to future challenges in autonomous systems!

Seriously learned a lot, in 2 months I got to experience, real world experience on how an industry works and how to build or R&D for an industry, more than what the past 2 years have shown me. Thanks a lot Saintgits College of Engineering (Autonomous) for supporting me on this endeavor. 

#Robotics #SLAM #ROS2 #SensorFusion #EKF #AutonomousNavigation #Internship #NAL #Jetson #Engineering #VSLAM",https://media.licdn.com/dms/document/media/v2/D561FAQEzMZdjvio3dg/feedshare-document-sanitized-pdf/B56ZhmLAq2G0A8-/0/1754060825741?e=1769576400&v=beta&t=jvVqYLh9XTkuLJhB_lYh0ktYDh4tr_wYbKEomJbBfVw
"You uploaded a feed document on August 1, 2025 at 3:06 PM (GMT)", -,https://media.licdn.com/dms/document/media/v2/D561FAQHSHlYOkNm1nQ/feedshare-document-url-metadata-scrapper-pdf/B56ZhmK5MqH0A0-/0/1754060792087?e=1769576400&v=beta&t=x7omqNhDcdiZxQMmCKnx5O2hnNEFiaRi52zKiGWuYrw
"You uploaded a photo on July 8, 2025 at 3:14 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D562DAQFc-RdcnC5TVA/profile-treasury-image-shrink_1920_1920/B56Zfqmd_NH8Ac-/0/1751987643374?e=1769576400&v=beta&t=11X00FYcoZYqBoemQC2q8TXebU7Gc0ZR8RrxRv3RVSo
"You uploaded a photo on July 8, 2025 at 3:07 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D562DAQHjvMx1zX40gA/profile-treasury-image-shrink_8192_8192/B56Zfqk.dRHUAk-/0/1751987253221?e=1769576400&v=beta&t=fW_ew3uQXQsE-zibSmXkU0mhH34dKXVGa2c-RKdQQTI
"You uploaded a photo on July 8, 2025 at 3:06 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D562DAQFC8tiGoEEUvQ/profile-treasury-image-shrink_8192_8192/B56ZfqkzgmH8Ag-/0/1751987208542?e=1769576400&v=beta&t=0uPcS2xFoYcyi-bBQudbdT5kDFKiFIqT0QIY8lLjie8
"You uploaded a photo on July 8, 2025 at 2:55 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D562DAQEhK0VGY4OXsA/profile-treasury-image-shrink_1920_1920/B56ZfqiRp4HQAc-/0/1751986544513?e=1769576400&v=beta&t=1hv9Y6da0Zbj3fjMuM67wC-bgsUfL-ldKItPMzfjU2Q
"You uploaded a photo on July 7, 2025 at 7:55 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D562DAQE9sOXcQSTM9Q/profile-treasury-image-shrink_1920_1920/B56ZfmdZLcHQAg-/0/1751918155972?e=1769576400&v=beta&t=3rEjx7yh47gG9vwAxsDWPvePl80zRRGOqpToxDRBXmo
"You uploaded a feed photo on July 6, 2025 at 4:31 PM (GMT)","Why Our VSLAM Failed, and Why It's Our Biggest Success Yet

Over the past few sessions, I?ve been deep-diving into Visual-Inertial SLAM for our autonomous UGV, Project Orion. The mission: use an RGB-D camera and IMU to map and navigate an unknown environment. Our tool of choice: RTAB-Map in ROS 2.

To truly understand the limitations, we decided to stress-test the system in pure simulation ? no wheel encoders, no GPS, no depth fallback ? just visual-inertial odometry (VIO). And that?s where things got interesting.


---

? The Experiment

We isolated RTAB-Map's internal VIO for motion tracking. After days of tuning parameters, QoS settings, and TF frames, we finally had it running in Gazebo.


---

? The Outcome (""Failure"")

VIO turned out to be incredibly fragile in simulation.
Fast rotations, sudden moves, or low-texture areas? Boom ? ""Registration Failed"".

Sometimes it recovered. But with each failure, drift accumulated.
The real kicker: after exploring the whole map, the robot returned to its starting point ? the visual system recognized it, but the backend rejected every loop closure.

Why? Because the odometry error had grown over 150x beyond acceptable limits. Closing the loop would have resulted in a broken, physically impossible map.


---

? The Insight (""Success"")

This was actually the perfect failure. It confirmed something critical:
No amount of SLAM tuning can compensate for poor odometry ? especially when your only input is simulated VIO in an artificial, low-feature world.


---

? Real World > Simulation?

We strongly believe this fragility is amplified by the limitations of simulation. Real-world data ? with actual sensor noise, better lighting variety, richer textures ? could yield much more stable VIO performance.

Still, the lesson is clear:
The path forward lies in sensor fusion.


---

?? Our Next Move

We're building a robust odometry pipeline using an EKF, fusing:

Fragile but accurate VIO

Stable but imprecise wheel odometry

Complementary IMU data


This will give us a resilient foundation to support higher-level SLAM and navigation tasks.


---

? Calling All Experts!

If you?ve tackled VSLAM in real-world robotics or fought through odometry drift, I?d love to hear:

How did you overcome loop closure issues?

Have you seen similar VIO fragility in simulation vs real-world?

Any tuning or sensor tricks you wish you knew earlier?

#Robotics #SLAM #VSLAM #RTABMap #ROS2 #AutonomousVehicles #Engineering #VisualOdometry #EKF #FailureIsLearning #ProjectOrion #BuildInPublic #TechLeadership #AI #ComputerVision",
"You uploaded a feed photo on July 6, 2025 at 4:31 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQFZVo4zxZDDZA/feedshare-shrink_800/B56Zfgk8JbG0Ag-/0/1751819471835?e=1770854400&v=beta&t=yO4kptFrcjYzlwV8oUmqloS4fNPbDPtfa35yVG8b_8A
"You uploaded a feed photo on July 6, 2025 at 4:31 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQG7bEYQI8ypBQ/feedshare-shrink_160/B56Zfgk8I3GoAc-/0/1751819470064?e=1770854400&v=beta&t=WoLCPGzgmJMor1C8risErs-it1_p7SD9gV-hQ3wu_kY
"You uploaded a feed photo on July 6, 2025 at 4:31 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQEIxROzWjgvVw/feedshare-shrink_2048_1536/B56Zfgk8ISG0Ao-/0/1751819471477?e=1770854400&v=beta&t=q5gHF_C1ClutbUVJh3bzTlp9aC5LdAuMkWS7-F7r3Ws
"You uploaded a feed photo on June 22, 2025 at 3:12 PM (GMT)","I am really excited to get into the world of embedded AI with the NVIDIA Jetson Orin Nano (on an AverMedia carrier board with an external SSD) for the first time.

And I'm gearing up to deploy advanced robotics perception algorithms for our UGV project.

The Orin Nano module, designed for industrial applications, offers a significant leap in processing power and efficiency, critical for the complex, multi-sensor perception tasks and a lot more.

The week was all about getting this powerhouse set up ? flashing JetPack, installing ROS 2 Humble, and preparing the environment for some serious SLAM action with our YDLIDAR HP60C RGB-D camera. It's a steep learning curve, but incredibly exciting to see the potential unfold. 

Upgrading from Raspberry Pi to the Orin nano was exciting and as well as shown me how much powerful as well as power hungry the device really is. 

Big thanks to my mentor Adithya Satheesh for providing me with these opportunities to work with cutting edge technologies. Looking forward to pushing the boundaries of what we can achieve with this incredible piece of hardware! Stay tuned for more updates on our UGV's journey.

 #Robotics #AI #EmbeddedSystems #NVIDIAJetson #OrinNano #ROS2 #SLAM #LearningJourney #Innovation #UGV",https://media.licdn.com/dms/image/v2/D5622AQGEGfSB25jhIw/feedshare-shrink_160/B56ZeYMndjHQAk-/0/1750605154069?e=1770854400&v=beta&t=MnP2_QLO8emZpl7GtsJePQL8x7HqEdPml74kMpueOJI
"You uploaded a feed photo on June 18, 2025 at 7:21 PM (GMT)","From Chaos to Clarity: Building a Python Toolkit for Robust Computer Vision Datasets

Every great machine learning model is built on a foundation of great data. But in the real world, data is rarely clean, consistent, or balanced. I'm excited to share a project I developed to tackle this challenge head-on: a YOLO Dataset Toolkit.

This toolkit is a set of Python scripts designed to take on the ""janitorial"" work of data preparation, turning multiple, messy sources into a high-quality, training-ready dataset.

The Journey from Raw Data to a Perfect Training Set:

    The Challenge: We started by sourcing data from multiple public projects. Each came with its own structure, class names (stop vs. Red Light), and quality.

    The Problem: Simply combining these sources resulted in a severely imbalanced dataset, with some classes having 10x more images than others?a recipe for a biased model.

    The Solution: I built a configurable Python script that unifies the datasets. It uses a mapping file to standardize all class names and consolidate the data into a single, clean format.

    The Result: A perfectly balanced dataset, created by automatically under-sampling the majority classes. We went from a chaotic mix to a perfectly structured set, ready for training.

    The Extra Mile: To ensure quality, I even added an interactive OpenCV-based tool to let a human reviewer quickly spot-check images and flag any mislabeled data.

This project was a deep dive into the practical side of MLOps and data engineering. Building a solid data pipeline is a critical first step before any model training can begin, and I'm proud of the robust and reusable toolkit that came out of it.

The full toolkit is available on my GitHub for anyone to use or adapt!

https://lnkd.in/gCNgdf82

#DataEngineering #Python #ComputerVision #MachineLearning #DataScience #YOLO #DataPreprocessing #MLOps #Automation #GitHub #OpenSource #DataCleaning #DataEngineering #Python #ComputerVision #MachineLearning #DataScience #YOLO #DataPreprocessing #MLOps #Automation #GitHub #OpenSource #DataCleaning #DatasetBalancing #UnderSampling #OpenCV #DataQuality #DataPipeline #ModelTraining #AI #DeepLearning #ComputerVisionEngineering #MachineLearningEngineering #SoftwareDevelopment #Scripting #ProblemSolving #TechSolutions #RealWorldAI #PracticalML #DataDriven #RobustModels #BiasInAI #CleanData #MLWorkflows #ReproducibleAI #TechCommunity #Developers #Engineers #DataAnalytics #AICommunity #MLCommunity #YOLODataset #Toolkit #CustomTools #DatasetManagement #DataStrategy #CodeNewbie #Innovation #TechTrends #LinkedInForDevelopers",
"You uploaded a feed photo on June 18, 2025 at 7:21 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQFctQpjvrd1Rg/feedshare-shrink_800/B56ZeEfOplG0Ak-/0/1750274469362?e=1770854400&v=beta&t=OanWkpGGKzT6llutnZs_wuZGJTJoT08AaxGMPgq8nRU
"You uploaded a feed photo on June 18, 2025 at 7:21 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQEa92ofI8QBaw/feedshare-shrink_800/B56ZeEfOpDHoAk-/0/1750274469902?e=1770854400&v=beta&t=anzV1gORk7TCSO43kEIDwjmkjVRJQgSPBPPUXHc7VNo
"You uploaded a feed photo on June 18, 2025 at 7:21 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQHBWPefmRt33g/feedshare-shrink_800/B56ZeEfOoEHQAg-/0/1750274471076?e=1770854400&v=beta&t=jy5xVoRuqMG3-9fwryUZcOEKpk0H-MyH8RqnoNeDPX4
"You uploaded a feed photo on June 18, 2025 at 7:21 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQGbhADnUaESDw/feedshare-shrink_1280/B56ZeEfOoCHQAs-/0/1750274469714?e=1770854400&v=beta&t=wnMUwthmwEdR_9D-GMp6ID6L7f_NvEoD5kZn-FqNR5w
"You uploaded a photo on June 2, 2025 at 4:41 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D562DAQHlujSSdw3nUQ/profile-treasury-image-shrink_8192_8192/B56ZcxhK24G0Ag-/0/1748882474457?e=1769576400&v=beta&t=SswsaBqjCyhcH21iqH3oFlxYKkRCWvZQtmkZVrX9-aw
"You uploaded a feed document on June 2, 2025 at 3:10 PM (GMT)","Internship at CSIR-NAL 

Kicking off an exciting new chapter in CSIR NAL Bengaluru! ?

I've commenced my 45-day internship at CSIR - National Aerospace Laboratories (NAL), within the Aerospace Composite Division (ACD). My first day was truly insightful and inspiring.

It was a privilege to delve into the world of composite materials in aerospace, witnessing advanced testing procedures, exploring cutting-edge labs, and meeting brilliant people who are at the forefront of innovation. I'm particularly excited to contribute to aerospace research and applications involving advanced composite materials, where I can explore automation and apply my robotics background.

A huge thank you to CSIR - National Aerospace Laboratories (NAL) for this incredible opportunity! I am particularly grateful to Augustin M.J. and I am particularly grateful for the invaluable mentorship and guidance provided by Adithya Satheesh  who also connected me with this incredible opportunity.

It's also great to embark on this journey alongside my friends and fellow interns, Nidhi N and Andrewjos Sebastian.

Looking forward to immersing myself in aerospace research, applying my robotics background to challenges within composite material applications and developing solutions that enhance aviation safety and efficiency. Excited for what the next 45 days hold!

#Internship #CSIRNAL #Aerospace #CompositeMaterials #Engineering #Research #NAL #ACD #StudentLife #LearningAndDevelopment #AerospaceEngineering #MaterialsScience #Innovation #Bengaluru #InternLife #EarlyCareer #TechInternship #Thankful #Robotics #Automation #AerospaceRobotics #AircraftDevelopment #FutureOfFlight #MadeInIndia",https://media.licdn.com/dms/document/media/v2/D561FAQFWaiQsWFvQ6Q/feedshare-document-chunked-pdf/B56ZcxMYYpHgBo-/0/1748877047641?e=1769576400&v=beta&t=p_eyjVXz5BhaRJgaHeBNj_YrahGwA-31djHHzgQg2ys
"You uploaded a feed document on June 2, 2025 at 2:46 PM (GMT)", -,https://media.licdn.com/dms/document/media/v2/D561FAQHWPfAiat7Ymw/feedshare-document-chunked-pdf/B56ZcxG1JuGoB0-/0/1748875594949?e=1769576400&v=beta&t=hWWBImuoRK6cLCi5RhXlgxUVjLNdAN8kfTOzYeIxRhA
"You uploaded a photo on May 27, 2025 at 9:28 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D562DAQHLoWvgfDrCUA/profile-treasury-image-shrink_8192_8192/B56ZcREfweHoAk-/0/1748338083175?e=1769576400&v=beta&t=Py3MSm4jpJpSEJLgFdRZApmd8NmXzrEGzLLALp1XWRk
"You uploaded a photo on May 27, 2025 at 9:27 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D562DAQHyEv6TcRcVMw/profile-treasury-image-shrink_8192_8192/B56ZcREZqzGsAg-/0/1748338057154?e=1769576400&v=beta&t=tk2wcMIbyYOlbqazqPVKSe8I-M8KKrhFqrXX-OoXNUA
"You uploaded a photo on May 27, 2025 at 9:27 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D562DAQH02ow74xktXQ/profile-treasury-image-shrink_8192_8192/B56ZcRET51GsAo-/0/1748338035467?e=1769576400&v=beta&t=Hh_rQvOq6I4YenRTPugT46J98NyAsQ_kajeGR0uuRKc
"You uploaded a feed document on May 27, 2025 at 8:56 AM (GMT)","Aspire Leaders Program Completion

Completing the 2025 Aspire Leaders Program marks a pivotal point in my development. Selected as one of 5,463 finalists from over 26,000 applicants, this 40-hour program, evolving from an initiative founded by visionary leaders like Tarun Khanna and Karim Lakhani who were Harvard Business School faculty, has fundamentally sharpened my approach to leadership and innovation.

My journey through the Aspire Institute 's  rigorous curriculum yielded tangible skills:

 * Strategic Leadership: Gained robust frameworks for personal and professional growth, including strengths-based assessments and career resources co-created with Harvard Business School.

 * Problem-Solving & Project Innovation: Applied structured problem identification to a local community challenge (waste management), leading to the conceptualization and detailed planning of an innovative solution involving autonomous trash collection robots for environmental impact and behavioral change.

* Active Engagement: Beyond structured learning, engaging in thought-provoking discussions, like the Week 1 prompt on ""what it means to be a leader for human development,"" allowed me to actively apply concepts and deepen understanding.

 * Enhanced Capabilities: Emerged with increased self-confidence, sharpened critical thinking, and refined communication skills, fueling a strong desire to create social impact within a global community.

This experience was a unique opportunity to learn from Harvard faculty and collaborate with a diverse international cohort.

Looking forward to applying these advanced leadership and project development skills in my career as a Robotics Engineer, driving impactful solutions that bridge technology and community needs.

#ALP #AspireLeadersProgram
#AspireInspiresFirstGen
#LeadershipDevelopment #AspireLeadersProgram #AspireInstitute #HarvardUniversity #SocialImpact #FirstGenerationStudents #CareerGrowth #ProfessionalDevelopment #GlobalCommunity #RoboticsEngineer #ProblemSolving #CriticalThinking #Innovation #AutonomousRobots #EnvironmentalSolutions #ProjectManagement #HarvardBusinessSchool #SkillsForFuture #TechImpact #FutureLeaders #LeadershipDevelopment #AspireLeadersProgram #AspireInstitute #HarvardUniversity #SocialImpact #FirstGenerationStudents #CareerGrowth #ProfessionalDevelopment #GlobalCommunity #RoboticsEngineer #ProblemSolving #CriticalThinking #Innovation #AutonomousRobots #EnvironmentalSolutions #ProjectManagement #HarvardBusinessSchool #SkillsForFuture #TechImpact #FutureLeaders #AI #STEM #StudentSuccess #GlobalTalent #Entrepreneurship #PersonalGrowth #LearningAndDevelopment #ContinuousLearning #DigitalTransformation #TechCareers #ImpactfulLeadership #FutureOfWork",https://media.licdn.com/dms/document/media/v2/D561FAQHydOlsIcpb5w/feedshare-document-url-metadata-scrapper-pdf/B56ZcQ9YTXHEA8-/0/1748336222819?e=1769576400&v=beta&t=JvA5riKEgFQeGRRHz4embqgNm5Ttqva-Np8H1Rj48rc
"You uploaded a feed document on May 27, 2025 at 8:56 AM (GMT)", -,https://media.licdn.com/dms/document/media/v2/D561FAQH2C-aJpbwP7A/feedshare-document-sanitized-pdf/B56Zg2wfPrHQAE-/0/1753265338325?e=1769576400&v=beta&t=YeiRwfj1_Lyn5xfTy2zd6QJ2q1AlfoGVpEo83KsNZTw
"You uploaded a feed photo on May 23, 2025 at 9:45 PM (GMT)","When beta testing a global robotics framework, every single issue counts. For the new ROS 2 Kilted Kaiju release, my contributions just landed me in the top 3 testers worldwide, with 51 closed issues to my name. What an incredible journey! ?

The official release of the new ROS 2 distribution, Kilted Kaiju, on 23rd may is fantastic news for the robotics community. ?

I'm immensely proud to have participated extensively in the pre-release ""Tutorial Party"" testing event over the past couple of weeks. It was an intense and rewarding experience diving deep into the ROS 2 ecosystem on Windows.

Through this community effort, I was able to test and help validate numerous functionalities ? from core CLI tools, Python and C++ examples, to complex features like Quality of Service, Lifecycle management, SROS2 security, Composition, and Service Introspection with various RMW implementations (Fast DDS & CycloneDDS). This work directly involved identifying and reporting several bugs and setup issues, contributing significantly to the overall stability of the Kilted release.

It's truly humbling to see these efforts recognized, placing me 3rd among all the amazing contributors to the Kilted Tutorial Party! You can see the list in the image!

Link to the Discourse page: https://lnkd.in/gBCFU77v

This experience was my first significant dive into open-source contribution at this scale, and it has been invaluable. I've learned so much about the ROS 2 architecture, the testing process, debugging in different environments (especially Windows with Pixi), and the collaborative nature of the open-source community. A huge thank you to the ROS 2 maintainers like Alejandro Hern?ndez Cordero, Tully Foote, Yadunund Vijay, Michael Carroll, Katherine Scott  and all others involved in this and fellow testers like Jatin Vira and Marlvern Chimbwanda  for their guidance and feedback along the way!

Looking forward to leveraging these skills and continuing to contribute to the robotics community. Congratulations to the entire ROS 2 team and Open Robotics on the Kilted Kaiju release!

#ROS2 #KiltedKaiju #OpenSource #Robotics #SoftwareTesting #Contribution #Community #Windows #ROS #LearnInPublic #Achievement #Tech #Engineering #SoftwareDevelopment #Developer #Programming #Innovation #Automation #DDS #FastDDS #CycloneDDS #SROS2 #Debugging #ProblemSolver #TechSkills #CareerDevelopment #Impact #Milestone #FutureofWork #RoboticsEngineer #BetaTesting #GitHub",
"You uploaded a feed photo on May 23, 2025 at 9:44 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQG97GLrDTVofw/feedshare-shrink_480/B56Zb_G0OhHwAc-/0/1748036700315?e=1770854400&v=beta&t=i8z_7FKz1W8lDJowkFuCUZwzsb-KyXxKiH7c19rDxfs
"You uploaded a feed photo on May 23, 2025 at 9:44 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQHsJW09K6KQOA/feedshare-shrink_1280/B56Zb_G0OXHoAk-/0/1748036700477?e=1770854400&v=beta&t=dwHV8WauMR_Fth8ElU6VmG5Ch3XF3KpYnjYZB3Dt0LE
"You uploaded a photo on May 16, 2025 at 4:54 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D562DAQF7SSXTgzGhgg/profile-treasury-image-shrink_1920_1920/B56ZbaBPegH4Ac-/0/1747414481711?e=1769576400&v=beta&t=M7Va5Bes9d9sisEO-z9KUsVcXM-Z2QZ-U7aD9XAD3QM
"You uploaded a feed photo on May 16, 2025 at 10:09 AM (GMT)","My MPU6050Aries Arduino Library is Now in the Official Library Manager

So excited to share that my open-source Arduino library, MPU6050Aries, is now officially available in the Arduino Library Manager! This makes it super easy for anyone to install and use directly from the Arduino IDE.

This library is designed specifically for Aries boards (Vega/RISC-V architecture) and provides stable roll and pitch estimations from the MPU6050 sensor using a Kalman filter, along with temperature readings ? perfect for projects like self-balancing robots.

A huge thank you to FabLab Baramati  for reaching out, sharing how they've been using the library, and suggesting I submit it to the registry for wider community access. It's incredibly motivating to see your work being used and to be able to give back!
The process involved preparing the library, creating a release on GitHub, and submitting it to the Arduino Library Registry. It's a fantastic feeling to see it live!

?? Find ""MPU6050Aries"" in your Arduino IDE Library Manager or check out the repo: GitHub: https://lnkd.in/gfmEtH2f

VEGA Processors Arduino 
#Arduino #OpenSource #LibraryManager #MPU6050 #Sensors #KalmanFilter #EmbeddedSystems #Robotics #RISCV #VegaProcessors #Community #Maker #Contribution #Microcontrollers #Programming #Developers #DIY #Electronics #Engineering #Technology #SoftwareDevelopment #Hardware #IoT",
"You uploaded a feed photo on May 16, 2025 at 10:09 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQGFbn-Lnwq9Iw/feedshare-shrink_1280/B56ZbYkk.AGgAk-/0/1747390190317?e=1770854400&v=beta&t=-FCjYLtYlXv8Ty8eOAUHpxcI6WmD2PyK6AlaDHIxGJg
"You uploaded a feed photo on May 16, 2025 at 10:09 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQFP5XNlzN9bzg/feedshare-shrink_20/B56ZbYkk94HgA0-/0/1747390190259?e=1770854400&v=beta&t=1qPO5LBE-9DY8VTJ40EaKsmAAAu8a1wPk6h5ktPNRgg
"You uploaded a feed photo on May 16, 2025 at 10:09 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQGtzqCbaJ4FZA/feedshare-shrink_1280/B56ZbYkk9VG4Ao-/0/1747390190325?e=1770854400&v=beta&t=7ThimUAkloe0RKKchO3XC8nCYKWj0Qc6k9SVkVImY7E
"You uploaded a feed photo on May 2, 2025 at 8:46 PM (GMT)","Thrilled to share I've just successfully completed my first contributions to the ROS 2 ecosystem through the ROS 2 Kilted Kaiju Tutorial Party! 

It's been an amazing learning experience diving into the official testing process for the upcoming ROS 2 Kilted release. I focused on testing core functionalities on a high-priority platform: Windows 11 (using the binary/Pixi installation with CycloneDDS).

It feels great to contribute, even in a small way, to the stability of the next ROS 2 release by providing this validation.

For anyone looking to get involved in open source, especially within robotics and ROS, this Tutorial Party is a fantastic opportunity! It runs until May 15th, and they particularly need testers on Windows, RHEL 9 and of course Ubuntu too. You don't necessarily need deep coding skills ? just the ability to follow instructions, run tests, and report your findings (successes or bugs!).

Check it out here: https://lnkd.in/gSiZTMTT

Huge thanks to the ROS 2 team for organizing this event and providing clear guidance! Looking forward to contributing more.

#ROS #ROS2 #OpenSource #Robotics #Contribution #LearnInPublic #Testing #SoftwareTesting #WindowsDev #KiltedKaiju #Community #Robotics #ROS2 #OpenSource #SoftwareEngineering #SoftwareDevelopment #AI #Automation #Testing #SoftwareTesting #WindowsDev #KiltedKaiju #Community #Python #Cpp #Developer #Programming #Tech #Engineering #Innovation #IoT #Perception #Contribution #LearnInPublic #DDS",
"You uploaded a feed photo on May 2, 2025 at 8:46 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQFyDJ9ee7SJWA/feedshare-shrink_800/B56ZaSv.aaGoAk-/0/1746218773151?e=1770854400&v=beta&t=-X7qyGWvLBO4npnzWSPasAbgDofBTl9EQY2hndYI8xw
"You uploaded a feed photo on May 2, 2025 at 8:46 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQEBgwnfqHRieg/feedshare-shrink_2048_1536/B56ZaSv.aUHAAw-/0/1746218772961?e=1770854400&v=beta&t=EvYlySzs8Odo6AVRFZ9lEXmKY6xBbU5m09PHy9DTPH8
"You uploaded a feed photo on May 2, 2025 at 8:46 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQHGc9enrigbUw/feedshare-shrink_160/B56ZaSv.aWHgAc-/0/1746218772948?e=1770854400&v=beta&t=R3UniFE9Fc4579peMhc1qxoUQIvKcRRN4cDVUWCuDPQ
"You uploaded a photo on April 30, 2025 at 3:30 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D562DAQEo6TkBPwoUOQ/profile-treasury-image-shrink_8192_8192/B56ZaHUgxWGoAg-/0/1746027024506?e=1769576400&v=beta&t=YAmrqt_F5VRfSSjIYVawQIteqNF5EHE10VGgTxaLjqY
"You uploaded a profile background photo on April 20, 2025 at 7:01 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5604AQFSqCNY6MianA/profile-background-servable-original-image/B56ZZUk2A4HsAM-/0/1745175667359?e=1770854400&v=beta&t=lmNRMz4KSOKW_TT_i8AhewvjvQH5i8S9tGfuzuacIKA
"You uploaded a profile background photo on April 20, 2025 at 7:01 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5616AQE9NGcC9IZ7xw/profile-displaybackgroundimage-shrink_200_800/B56ZZUk2AoGUAY-/0/1745175667622?e=1770854400&v=beta&t=twa2p2Su6G48vcXE6IxrHPzzwwbVLRO-8t-TxpU1mII
"You uploaded a feed photo on April 18, 2025 at 7:59 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQGBhgqnwYDhJw/feedshare-shrink_480/B56ZZKfFb7HQAY-/0/1745006389197?e=1770854400&v=beta&t=kh6giny8gCjmNYn8xrqSxTPqp0yh_8jr-sKlTgvJWfY
"You uploaded a feed photo on April 18, 2025 at 7:59 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQE8ll7-Helt0Q/feedshare-shrink_2048_1536/B56ZZKfFb1GoAo-/0/1745006394102?e=1770854400&v=beta&t=FU7ys7fzTgo7Y9okyhF9k-vhbePZeNew6Kov1cPeMUs
"You uploaded a feed photo on April 18, 2025 at 7:59 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQFZEobSYLVArg/feedshare-shrink_160/B56ZZKfFbwH0Ac-/0/1745006390836?e=1770854400&v=beta&t=knZJTSNB6OleabP3bXBB9Fz_T_5L-9eobv-YR3JgQps
"You uploaded a feed photo on April 18, 2025 at 7:59 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQFphwtOkzKYFQ/feedshare-shrink_160/B56ZZKfFbvGsAc-/0/1745006390513?e=1770854400&v=beta&t=6gFKS-zxqyEB3p8wrVRE7DWFcwnksPL-OcNHf02IRf4
"You uploaded a feed photo on April 18, 2025 at 7:59 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQGOrQ8K22kVMA/feedshare-shrink_160/B56ZZKfFbiGQAc-/0/1745006390891?e=1770854400&v=beta&t=oQ52GcwzmGyhr9CT786GoVrgCggWHPX167XksvIaNyQ
"You uploaded a feed photo on April 17, 2025 at 10:00 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQGvcaknheVMwQ/feedshare-shrink_480/B56ZZDMQoFHoAY-/0/1744884013738?e=1770854400&v=beta&t=thmT8DV0fUsVgPookQasWE56A3u23DaTpOab-julPaU
