Date,Link,Message
2025-09-08 08:31:48,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7370546906390810624,"Thanks Sarvesh Rathi 
GPU RTX 4060 mobile 
CPU i7  13th gen"
2025-09-08 02:43:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7370048137018814464,"A common problem that most of the people including me, faced was the tf chain is excellent, but no visualization of meshes or robot_model is not working properly. So the solutions are mostly mesh path the URDF is wrong, but some face that they have no error with path but still not available. A common problem. The solution can either be give absolute mesh path or source you workspace before opening rviz2 etc."
2025-09-06 14:54:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7370063237016461312,"Stupid C, or stupid humans whatever, kill(humans). 😂"
2025-09-06 05:56:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7369693564399775747,"Besta Prem Sai may I ask which model specifically, I think its a arducam but model?"
2025-09-06 03:01:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7369693564399775747,"Hello, New to this, what's a jetcore. I have worked with jetson before. Is it a different carrier board, or something else. Also which camera is that specifically"
2025-09-05 12:48:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7369670108601835525,"This is great, am someone who uses generative AI to craft linkedIn posts myself. Mostly like paraphrasing. Anyway tested out the website, great to be honest. But I have seen the generated content to be in a type of markdown language, especially it tries to highlight/bold words like heading using double asterisk(**<>**). If am correct, linkedIn doesn't support that. It supports unicode characters, but not markdown. Maybe am wrong. But you should look into that. 
Great project."
2025-09-05 12:31:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7369671674645905411,"5rs successfully paid. 😅. 
Great work man"
2025-09-05 09:01:40,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7369402526653218842,Sidharth Sajith will continue so..
2025-09-05 09:01:16,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7369633789255319552,"As always, its wonderful to work as a team and see the results. I remember, the first time we did something like this, it took a lot of time individually and all, but this time even am impressed, how we efficiently coordinated everything and the result was worth it."
2025-09-04 19:04:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7368760660513468417,Daniel Christadoss Ooh thats great. Thank you sir for explaining it to me.
2025-09-04 18:47:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7368760660513468417,"Daniel Christadoss ooh, I have never worked with node RED, so is that a dashboard where we can view and store data. If so what's the benefit from other dashboards like thinkspeak or adafruit one."
2025-09-04 17:54:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7368760660513468417,"Been personally worked with BLE 33 sense, it has almost every sensor with a appreciatable quality too. The IMU is actually good, ofcourse the price too. Are you not able to get the sensor readings at all or not able to display it in the dashboard?"
2025-09-04 14:57:40,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7367780904078868482,"Order CNC This is just the base of a robot, can be said to be the foundation, URDF and the kinematics of its movements. Can certainly be used for multi robot configurations like swarm robotics."
2025-09-04 14:56:28,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7367780904078868482,Seyed Mohammadhadi Rahavi The mecanum wheels structure or the holonomic movement is said to be more complex than non holonomic movements. This was a starting step for me on doing more complex robotics configuration like maybe manipulator movements etc.
2025-09-01 08:09:17,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7368130079840796676,"Wait then lemme ask, will it continue infinitely, or so and if so, won't it be like a perpetual machine where batteries dont need be hidden."
2025-08-24 15:27:43,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7365092571875786752,"So does this make convenient to get all simulations, URDF and RQT in one place to view what the drone views or, does it integrate with Gazebo itself. How does this exactly helps in debugging. New to this and thanks for sharing."
2025-08-24 15:20:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7363950780292239363,"Next initiative, congrats 👏"
2025-08-24 15:16:36,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Shahazad Abdulla Took me 2 weeks to get it all done. But worth it.
2025-08-24 15:16:14,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,"Seyed Mohammadhadi Rahavi So one of the biggest technical challenge, were making the data flow pipeline so optimized that I get the data in desired sample rate."
2025-08-24 05:54:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,"Order CNC I learned a lot through this by failing a lot. Now I have both skills as well as experience on many aspects, which will indeed give me a edge on many aspects of a project."
2025-08-23 11:31:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7358928535727599616,"Seyed Mohammadhadi Rahavi Yup, we are currently doing it, adding more sensors for redundancy and also for sensor fusion."
2025-08-23 07:30:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7364914316778659840,Thanks for the tip on QOS.
2025-08-23 05:55:08,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7364895724615999489,Happy to be a part of the team. And lets do more of these shall we.
2025-08-23 05:46:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7362086553440980992,"Shahazad Abdulla Still I would like to at least try to do it even if the competition is over, but cause of hectic schedule, still, for now its left behind."
2025-08-23 05:45:17,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7362086553440980992,"Happy to connect with you Seyed Mohammadhadi Rahavi. Yeah so for more complex turns especially not a right angle turns inclined to X and Y axis, the current system won't work as its only made to move through an axis, like for moving forward we used integration, integrate in X direction or Y direction. For complex turns as I mentioned we wanna do some trigonometry. Yup we wanna find both the X and Y at the same time. And thats it. Unfortunately, cause of various causes like time, on going exams and all we couldnt implement it."
2025-08-21 01:12:01,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7363693990136668160,"So basically, we can train, the same thing, in multiple simulators, at the same time and can get a comparison on how good each simulated training is on different simulators and pick a good one for your sim to real transfer. I mean, it just came out of my mind, but what do you think. And I know its crazy, but anyway to maybe connect all of those so it can share its training data to improve itself cause as you said different simulators have different strengths and weaknesses. Anyway good work. Really appreciate for sharing."
2025-08-17 17:08:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7362736596678307840,Linkleads Robotics ofcourse. I still dont know but hope I can find something like that.
2025-08-17 09:04:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7362736596678307840,"I am not an entrepreneur right now, but who knows maybe in the future if my path aligns with it. But some peeks on to how the other entrepreneur have it, will be a strong reminders on how we should start and how it should be after that. Thank you for sharing this."
2025-08-17 08:58:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7362451481091813376,"Thanks for sharing, Enzo"
2025-08-16 07:35:52,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Krishnaraj S Nair Thank you
2025-08-15 19:07:38,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7362086553440980992,Govind Krishna C Exactly 💯
2025-08-15 14:53:26,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7362086553440980992,Daniel Christadoss Thanks 😊
2025-08-15 14:52:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7362133711213023232,Thanks a lot for sharing. 😊
2025-08-15 14:51:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7362086553440980992,Andrewjos Sebastian Thank You
2025-08-15 13:24:45,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7362086553440980992,Sidharth Sajith Same here man.
2025-08-15 13:16:47,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7362086553440980992,Nidhi N likewise
2025-08-15 11:44:49,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7362086553440980992,Repo: https://github.com/ShahazadAbdulla/mathworks-minidrone-competition
2025-08-15 06:22:37,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7361986333977841664,Great
2025-08-13 10:44:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7361290488382935041,"Zaid Khan storage doesn't effect the performance if you asked me. And C drive is your main drive whichever OS you are running on. Like if Yun linux on 200GB, then when you are on linux its yiur C drive and vice versa, when you run windows the drive where windows is running is your C drive. And as I said space doesn't matter for performance but does matter how you plan to use. Like initially in my old laptop I gave 100GB for linux  but it was not enough cause I used to build dockers for many projects and that took a lot of space. But initially you need atleast 30 to 50GB to run cleanly(Ubuntu ) rest all depends what you plan to do."
2025-08-13 08:35:41,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7360625303720783872,"Excellent, as someone who like to workout, its a great tool that can be used to check if our posture is correct during workout. Its a real hurdle to film yourself and then checking out the video after wards."
2025-08-13 08:30:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7358298124274061312,"This is an incredible insight for people who starts in VSLAM. Be it ORB, LDD, VINS, RTABMAP etc. Of the camera is not up to the mark, then in real world the performance of your SLAM would also be not up to the mark. Personally tested this and found out. Thank you."
2025-08-13 08:24:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7361290488382935041,"Zaid Khan I prefer dual booting to linux. Its not of a hectic procedure with the countless tutorials available today. Be it WSL or docker, its fundamentally a software layer isolation. Switching to linux will be really different when it comes to performance and supports of various applications when going forward."
2025-08-12 14:00:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7361026097301348354,Hope we can do more internships in the future together.
2025-08-12 13:59:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7360943174749495296,"A doubt, so PID can be implemented even in microcontrollers right, but wouldn't the state feedback controller takes up more resources and performance as it would wanna process many parameters especially in real-time. There maybe methods to turn off certain params like MPC. New to this, thanks for letting me know about something like this BTW."
2025-08-10 08:54:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7359840911570137088,"Rostan Damen Yup, if you can, then go with 6DOF. But depends on what you have."
2025-08-10 04:37:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7359840911570137088,"IMU calibration is a headache to be honest. If it includes a magnetometer too, then poof. For indoor conditions where you habe many electronic devices and all, I prefer to do a good 6DOF calibration, which will have drift but with a good sensor we can make that as small as ever. Then ofcourse sensor fusion with other sensors that can provide yaw like camera or something. I didn't especially use any particular tools to calibrate. I just used simple codes to get the values and then apply the offset in the low level code itself. Then I did something else that with the new offsetted data I calibrated again to get the tiny offset/bias and use Madgwick filter to get the data. Even with 9DOF, same thing, but this time a little calibration dance to get the z axis in every orientation, but still couldnt get a good result cause of my sensor quality etc. But still a nice try."
2025-08-10 04:28:55,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349109854688468992,"Seyed Mohammadhadi Rahavi Thanks, Sensor Fusion is indeed a headache, especially when it comes to calibrate the individual sensors, especially IMU. Anyway, I have tested both VIO only system and EKF fused one using robot localization pkg. In simulation it worked to near perfection. But in real world scenario it was another interesting show. EKF based gives us a far better odometry overall like with only 4 percentage error in a 11 Meter course. But VIO gave is a 78 percentage(ofcourse environment depends, still with what we have and for our particular mission). But interestingly the map that I tried to build was far better in VIO only, cause of something that I didn't foresee. The map islands. That create seperate map islands when VIO resets and stitch it back together. Anyway got an impressive result and working on it. Always welcome to connect with you. I have been more technical I know, but for a final word, real time with real world scenarios is a complete different world from simulations and I clearly got to know that from this project."
2025-08-08 07:44:58,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7358928535727599616,"Andrewjos Sebastian Same, without you this wouldn't have happened. I really appreciate the help."
2025-08-07 16:33:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7359250003359371264,"Keep going man, great work."
2025-08-07 06:42:26,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7358928535727599616,Nidhi N 👍
2025-08-07 06:42:08,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7358928535727599616,Benoni K Binoy Thanks 😊
2025-08-05 04:26:48,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7358199969964548097,Anish kumar singh Thank You
2025-08-04 18:38:05,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7358197823206506497,"Really informative, Thank You."
2025-08-04 17:24:50,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Sidharth Sajith Thanks 😊
2025-08-04 17:24:41,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Muhammad Abdullah Thank You
2025-08-04 17:24:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Adithya Sachit Pai Thank You 😊
2025-08-04 17:24:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Tharun Oommen Jacob Thanks 😊
2025-08-04 06:55:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Ivan Joseph Thanks 😊
2025-08-04 05:12:45,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357945926092550146,Congrats Samarth! 🎉
2025-08-03 15:05:14,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357776984925491200,The food delivery robot and the waymo car have something to share to each other it seems 😅
2025-08-03 14:56:57,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Josiah Saji Thank You 😊
2025-08-02 19:12:12,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,IHESANUL HAQ Thanks 😊
2025-08-02 13:59:26,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,John Kankalil Titus Thanks 😊
2025-08-02 11:00:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Siju Swamy Thank You 😊
2025-08-02 01:07:40,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Brahmaduttan Namboodiripad Thanks 😊
2025-08-02 01:07:32,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Midhun Mathew Thank You 😊
2025-08-01 18:27:37,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Joel Georgie Jacob Thanks 😊
2025-08-01 15:26:18,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Nidhi N Thank You 😊
2025-08-01 15:26:12,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Adithya Satheesh Thanks 😊
2025-08-01 15:26:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7357066023738486785,Andrewjos Sebastian Thanks 😊
2025-07-29 19:48:53,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7354169898094288897,Interested
2025-07-28 17:09:20,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7346564945674649600,"Enzo Ghisoni Thank-you, yeah sure, I mean its for the specific type of project am doing right now, but yup will soon share the github repo of this."
2025-07-26 12:52:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7354492935788195841,"Aah, even in indoor bots this is a problem. I first calibrated and made it almost work then we did a small change in design and battery placement, did a recalibration but not a good result and the drift when it comes near metals, especially if you are working with aircraft or its parts you don't even wanna say anything. So I did the best thing. I didn't use the magnatometer from IMU and did a really good 6DOF calibration. Thank God there is another source of YAW which may lose track sometimes but still got it. But still the drift in Yaw from IMU as low as possible that you really wanna look to the bot a lot to even see a change. I yapped a lot, maybe its my frustration on working with an IMU."
2025-07-25 16:21:51,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7354483548650680320,Eagerly waiting for the next update. And just a thought how about giving ROS support.
2025-07-23 18:52:07,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7353502315741392896,Jason Koubi 😊
2025-07-23 14:21:38,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7353702552862941184,"Its really nice, to understand everything on the right side. Seems I have improved a lot these years."
2025-07-23 14:18:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353754423094865923,Recently did a project using this and understood how great this is. All hail Kalman. Filter.
2025-07-23 14:09:58,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7353502315741392896,Nidhi N 👈
2025-07-23 14:09:42,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7353502315741392896,Krishna Patel Hope it helps
2025-07-21 14:23:55,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7350941635913900039,Andrewjos Sebastian Thanks 😊
2025-07-20 19:17:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7350941635913900039,Daniel Christadoss Thank-you 😊
2025-07-20 19:16:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7352765475107336194,"Thank You so much for the share and your words. Its whole level of new experience fusing together ROS, ML and The simulation Pybullet. Learned a lot and was my first time implementing especially ROS for a system like that. Thank you again. Its really a nice feeling when someone appreciates our work."
2025-07-20 03:44:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7351690761358221312,ROBOT
2025-07-15 18:27:26,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7350941635913900039,Thank you so much sir.
2025-07-15 17:47:28,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7350941635913900039,Krishna Patel Thank you 😊
2025-07-15 05:16:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7350729775004471299,"Trying VSLAM in this simulation environment, I wouldn't personally suggest that, the VSLAM needs features and textures and a simulation environment generally provides bland textures plus feature less environment. But changing the world to more featured like table, chair obstacles and yup that may have a chance. Anyway good luck on this."
2025-07-12 19:38:37,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7347663423574315009,"samarth santhosh Thanks, hope this helps."
2025-07-12 06:39:45,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7341159917526884352,Andrewjos Sebastian 😊
2025-07-12 06:39:40,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7341159917526884352,Mohd Shubair Thank-you
2025-07-12 06:39:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7341159917526884352,Siju Swamy Thank you 😊
2025-07-11 13:28:30,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349109854688468992,Bilal Ahmed Arain Thank-you
2025-07-11 13:09:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349109854688468992,"Bart van der Haagen I wouldn't literally say its stacked layers. But in the 2d map we can indeed see the effects like that cause of the odometry drift from the VIO only system. The main objective of the this run was to get the area including and around a two tables that you can see in the map at the center. Was trying out VIO only system for the first time to learn. And indeed its not perfect. Everytime the VIO lost track and we need to backtrack to the last frame to relocalize VIO, it causes some smearing and that's the effect we can see in the 2d map if I guess and understood correctly. Hope you correct me if I am wrong on this, still learning. Anyway I plan to incorporate a fallback for VIO so this can be prevented. Will update on this soon."
2025-07-11 11:39:55,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349385659284938752,Thats nice 😌
2025-07-11 11:39:26,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349109854688468992,IHESANUL HAQ Thanks 😊
2025-07-11 09:00:39,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349109854688468992,Roy Feldman Its just RTABMap SLAM for now. I used the Visual Inertial odometry of RTAB itself. Heard that ORBSLAM's VIO is really great too.
2025-07-11 08:59:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349109854688468992,Odirile F Garebabitse Its YDLIDAR HP60C RGBD camera. For ros2 kg I would prefer Yahboom Nuwa hp60c pkg.
2025-07-11 00:51:30,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349109854688468992,Nidhi N Thanks 😊
2025-07-10 19:35:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349109854688468992,Prathamesh Barik RTAB SLAM
2025-07-10 19:06:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349109854688468992,Andrewjos Sebastian Thanks 😊
2025-07-10 18:10:55,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349109854688468992,Halil Akbulut Thank You.
2025-07-10 16:51:36,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349109854688468992,Abi Talib Thank You 😊
2025-07-10 12:22:18,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7346564945674649600,Jittu George Eapen Thank You
2025-07-09 19:22:19,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7348790110286434304,"Happy to help with you on this, learned quite a few things."
2025-07-09 12:23:15,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7348440815720964096,"Love this, Midhun"
2025-07-06 19:49:47,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7347545778753572864,Nice one.
2025-07-06 18:23:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7347647977072521216,"Congrats, waiting for the working demos and etc."
2025-07-04 15:03:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7346564945674649600,Nidhi N 😊
2025-07-04 15:03:17,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7346564945674649600,Aayan Tai 😊
2025-07-03 16:25:54,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7346198661736878080,"This is great to see in action, the simulation. I have also done something similar to this. Will update it soon on linkedin"
2025-07-03 16:04:34,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7346564977698222080,"Its wonderful, I have been working on this and its really good. I have small doubt that's been tinkering recently on my head. Mapping and then localization on that map plus SLAM is fundamentally different right. Could you care to explain it a little bit. Thank you"
2025-07-03 15:55:25,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7346564945674649600,"Adithya Satheesh Thank you, it's a wonderful experience working under your guidance."
2025-06-28 18:33:10,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7344620921044791296,Nice
2025-06-28 18:30:52,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7344779848923435008,Daniel Christadoss Thank-you
2025-06-28 18:21:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7344779848923435008,Krishna Patel Me too 😆
2025-06-27 18:20:13,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7344217405553876992,Great work 👏
2025-06-27 12:12:50,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7343974297801056256,Mohamed Ali Abdelhafez  You are indeed right. Looking at all the possibilities around Visula SLAM is a really interesting field. I am currently doing a project with it and am really into it. Anyway thank you man. Hope you make more progress on this. And you are indeed right sometimes SLAM is an overkill.
2025-06-26 21:47:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7344078458701959168,Awesome 👌
2025-06-26 16:02:02,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7343999732874170368,Daniel Christadoss Ooh so the line follower you posted on where did in this huh. I thought it was in pybullet too cause I have seen you working it it. Anyway Coppeliasim noted. And surely will check it out
2025-06-26 15:30:55,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7343999732874170368,"Daniel Christadoss Ooh that's something new. CoppeliaSim huh. So how does it fare to pybullet or other Sims like Gazebo maybe. And idk exactly but maybe there would be no collision in the top plate, that's why its falling through. Just a guess."
2025-06-26 14:55:32,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7343999732874170368,"This is pybullet right. I have recently done a simple project on this. How are you moving the ball, I mean there would a controller right. The funny thing is what I did for movement in my case is changes ir teleport the object to the nearest coordinate like .01 coordinate and continues this until I reach the specific destination which gives the illusion of smooth movement. It works obviously 😅. But still new to this and learning how do you do that."
2025-06-26 14:49:28,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7343974297801056256,I am starting on SLAM especially VSLAM and this has been something new for me like everyone nowadays is SLAM this SLAM that so its really refreshing to get to know the other perspective too. Thanks for sharing this .
2025-06-26 12:48:06,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7343703412284264448,Juan Orozco Thank you
2025-06-26 12:47:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7343703412284264448,Nidhi N  Thanks
2025-06-25 19:21:35,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7343712910604398594,Absolutely amazing
2025-06-25 19:18:48,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7343616317859459072,"Thanks for sharing, Shivani"
2025-06-24 20:10:46,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7342938736034213889,Absolutely amazing
2025-06-22 18:12:20,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7342586711727591424,Nice work.
2025-06-22 08:00:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7342456409906737185,"Thanks for sharing, Logeswaran. But lemme ask one thing does using nano with ros2 humble this cause any problems or limitations or anything like that, even if its small. 22.04 doesn't have supported jetpack for nano but I have seen people do Docker setup for bypassing the problem. What do you think."
2025-06-19 17:53:16,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7341500780425764865,Amazing 👏
2025-06-17 05:11:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7340581887435755520,Thank you chetta.
2025-06-16 14:32:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7339987875242921986,This really picks my interest in both the technology and fantasy.
2025-06-15 19:55:23,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7338357471771533312,"Its really one if the best light weight simulator I have used, like a real 3D simulator. I certainly can vouch for it cause it even works smoothly in my laptop 😅"
2025-06-15 18:01:57,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7338521363592138752,Interesting.
2025-06-15 17:56:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7339985685950455808,"Gary Cross Going to check it out and try it, thank you."
2025-06-15 17:56:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7339985685950455808,"Davide Faconti Ofcourse will give it a try, thanks for the insight."
2025-06-15 13:24:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7339985685950455808,"A great work indeed, but as I am new to this, a lossy algorithm would ofc as name suggested would lose some data on compression right. If so how much will it effect like say a SLAM map for example or a 3D scanned data of an object or a surface. I am really new to these topics and learning going on so if its a foolish question please correct me on that too. Thank You"
2025-06-15 08:50:36,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7338497723827994624,Incredible.
2025-06-15 05:07:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7339878889713782786,Congratulations!
2025-06-15 04:14:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7339660539230343168,Excited for this 🔥
2025-06-14 21:12:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7339700679621361665,That's a great move from Nvidia. Open source have its own advantages when it comes to purely development.
2025-06-13 12:58:38,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7339273209973784576,Having a good time working with you. 😊
2025-06-13 10:52:19,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7335631339628462081,"Interesting, Would like to know more about this."
2025-06-13 10:48:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7339121650308628480,Congrats on your 特許出願中 man. Wish you well.
2025-06-12 20:59:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7338963715846746114,Andrewjos Sebastian 😊
2025-06-12 17:02:15,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7338963715846746114,Nidhi N Same here
